id,question,answer,category,type,difficulty,source_line,tags
490,""" Quantitative EMG provides a more detailed measurement of the MUAPs. It is a better indication of waveform [20::#], which is a sensitive parameter for diagnosing [BLANK]. The mean [BLANK] is calculated using [BLANK] MUAPs and on a screen set with a trigger and delay line. "" - What goes in the blank?",20::# - This avoids superimposing MUAPs and falsely creating a polyphasic.,General EMG,Cloze,Easy,1375,general_emg;easy
491,""" Recruitment: Early Onset With Minimal Effort (myopathies) MUAP presentation [Unstable] possible cause variable amplitude potentials are due to [BLANK] of [BLANK] , formed at the beginning of [BLANK] "" - What goes in the blank?","Unstable - "" Unstable MUP in a patient with ALS. There is increased ''jiggle'' of several components of the MUP, and impulse blocking of the last component. Concentric needle EMG recording with trigger delay line, using 500 Hz low band pass filter. """,Plexus Anatomy,Cloze,Easy,1378,plexus_anatomy;easy
492,""" Recruitment: Early Onset With Minimal Effort (myopathies) MUAP presentation [blocking] possible cause variable amplitude potentials are due to [BLANK] of [BLANK] , formed at the beginning of [BLANK] "" - What goes in the blank?","blocking - "" Unstable MUP in a patient with ALS. There is increased ''jiggle'' of several components of the MUP, and impulse blocking of the last component. Concentric needle EMG recording with trigger delay line, using 500 Hz low band pass filter. """,Plexus Anatomy,Cloze,Easy,1378,plexus_anatomy;easy
493,""" Recruitment: Early Onset With Minimal Effort (myopathies) MUAP presentation [immature NMJs] possible cause variable amplitude potentials are due to [BLANK] of [BLANK] , formed at the beginning of [BLANK] "" - What goes in the blank?","immature NMJs - "" Unstable MUP in a patient with ALS. There is increased ''jiggle'' of several components of the MUP, and impulse blocking of the last component. Concentric needle EMG recording with trigger delay line, using 500 Hz low band pass filter. """,Plexus Anatomy,Cloze,Easy,1378,plexus_anatomy;easy
494,""" Recruitment: Early Onset With Minimal Effort (myopathies) MUAP presentation [collateral sprouting] possible cause variable amplitude potentials are due to [BLANK] of [BLANK] , formed at the beginning of [BLANK] "" - What goes in the blank?","collateral sprouting - "" Unstable MUP in a patient with ALS. There is increased ''jiggle'' of several components of the MUP, and impulse blocking of the last component. Concentric needle EMG recording with trigger delay line, using 500 Hz low band pass filter. """,Plexus Anatomy,Cloze,Easy,1378,plexus_anatomy;easy
495,Myopathies Single-Fiber EMG (may demonstrate): [increased jitter] [BLANK] [BLANK] - What goes in the blank?,"increased jitter - "" Fiber density (FD; Figure 5–126 ) : This represents the number of single fibers belonging to the same motor unit within the recording radius of the electrode. The FD is determined by dividing the number of single muscle fiber APs at 20 sites by 20. A FD of 1.5 is normal. Higher than this represent",Muscle Anatomy,Cloze,Easy,1380,muscle_anatomy;easy
496,Myopathies Single-Fiber EMG (may demonstrate): [increased fiber density (FD)] [BLANK] [BLANK] - What goes in the blank?,"increased fiber density (FD) - "" Fiber density (FD; Figure 5–126 ) : This represents the number of single fibers belonging to the same motor unit within the recording radius of the electrode. The FD is determined by dividing the number of single muscle fiber APs at 20 sites by 20. A FD of 1.5 is normal. Higher than this represent",Muscle Anatomy,Cloze,Easy,1380,muscle_anatomy;easy
497,Myopathies Single-Fiber EMG (may demonstrate): [increased blocking] [BLANK] [BLANK] - What goes in the blank?,"increased blocking - "" Fiber density (FD; Figure 5–126 ) : This represents the number of single fibers belonging to the same motor unit within the recording radius of the electrode. The FD is determined by dividing the number of single muscle fiber APs at 20 sites by 20. A FD of 1.5 is normal. Higher than this represent",Muscle Anatomy,Cloze,Easy,1380,muscle_anatomy;easy
498,"""FSH , facioscapulohumeral inheritance: [autosomal dominant] "" - What goes in the blank?",autosomal dominant - best muscle to test is tibialis anterior,Muscle Anatomy,Cloze,Easy,1383,muscle_anatomy;easy
499,""" Motor Neuron Disease It is important to rule out treatable neuropathies that mimic motor neuron disease ( MND ). An example of this is [multifocal motor neuropathy] , which includes conduction block and temporal dispersion, not seen in MND . "" - What goes in the blank?","multifocal motor neuropathy - "" What is multifocal motor neuropathy? a progressive muscle disorder characterized by weakness in the hands, with differences from one side of the body to the other It affects men much more than women. Symptoms also include: - Muscle wasting - Cramping - Involuntary contractions or twitching of the ",Muscle Anatomy,Cloze,Easy,1388,muscle_anatomy;easy
500,""" Motor Neuron Disease Edx findings NCS SNAP: [normal] ** CMAP: [BLANK]: conduction velocities and onselt/distal latencies ^^ [BLANK]: amplitude && F-wave: [BLANK], [BLANK] with [BLANK] "" - What goes in the blank?","normal - "" this sounds very similar to a radiculopathy ** Abnormal can be seen in hereditary spastic paraplegia and spinobulbar muscular atrophy. - since the Anterior horn cell is affected and the DRG is spared = Normal ^^ Abnormalities only in severe axonal loss. some of the fastest fibers may be lost. - ma",EMG Principles,Cloze,Easy,1389,emg_principles;easy
501,""" Motor Neuron Disease Edx findings NCS SNAP: [typicaly normal] ** CMAP: [BLANK]: conduction velocities and onselt/distal latencies ^^ [BLANK]: amplitude && F-wave: [BLANK], [BLANK] with [BLANK] "" - What goes in the blank?","typicaly normal - "" this sounds very similar to a radiculopathy ** Abnormal can be seen in hereditary spastic paraplegia and spinobulbar muscular atrophy. - since the Anterior horn cell is affected and the DRG is spared = Normal ^^ Abnormalities only in severe axonal loss. some of the fastest fibers may be lost. - ma",EMG Principles,Cloze,Easy,1389,emg_principles;easy
502,""" Motor Neuron Disease Edx findings NCS SNAP: [reduced] ** CMAP: [BLANK]: conduction velocities and onselt/distal latencies ^^ [BLANK]: amplitude && F-wave: [BLANK], [BLANK] with [BLANK] "" - What goes in the blank?","reduced - "" this sounds very similar to a radiculopathy ** Abnormal can be seen in hereditary spastic paraplegia and spinobulbar muscular atrophy. - since the Anterior horn cell is affected and the DRG is spared = Normal ^^ Abnormalities only in severe axonal loss. some of the fastest fibers may be lost. - ma",EMG Principles,Cloze,Easy,1389,emg_principles;easy
503,""" Motor Neuron Disease Edx findings NCS SNAP: [Abnormal latency] ** CMAP: [BLANK]: conduction velocities and onselt/distal latencies ^^ [BLANK]: amplitude && F-wave: [BLANK], [BLANK] with [BLANK] "" - What goes in the blank?","Abnormal latency - "" this sounds very similar to a radiculopathy ** Abnormal can be seen in hereditary spastic paraplegia and spinobulbar muscular atrophy. - since the Anterior horn cell is affected and the DRG is spared = Normal ^^ Abnormalities only in severe axonal loss. some of the fastest fibers may be lost. - ma",EMG Principles,Cloze,Easy,1389,emg_principles;easy
504,""" Motor Neuron Disease Edx findings NCS SNAP: [persistence] ** CMAP: [BLANK]: conduction velocities and onselt/distal latencies ^^ [BLANK]: amplitude && F-wave: [BLANK], [BLANK] with [BLANK] "" - What goes in the blank?","persistence - "" this sounds very similar to a radiculopathy ** Abnormal can be seen in hereditary spastic paraplegia and spinobulbar muscular atrophy. - since the Anterior horn cell is affected and the DRG is spared = Normal ^^ Abnormalities only in severe axonal loss. some of the fastest fibers may be lost. - ma",EMG Principles,Cloze,Easy,1389,emg_principles;easy
505,""" Motor Neuron Disease Edx findings NCS SNAP: [chronodispersion] ** CMAP: [BLANK]: conduction velocities and onselt/distal latencies ^^ [BLANK]: amplitude && F-wave: [BLANK], [BLANK] with [BLANK] "" - What goes in the blank?","chronodispersion - "" this sounds very similar to a radiculopathy ** Abnormal can be seen in hereditary spastic paraplegia and spinobulbar muscular atrophy. - since the Anterior horn cell is affected and the DRG is spared = Normal ^^ Abnormalities only in severe axonal loss. some of the fastest fibers may be lost. - ma",EMG Principles,Cloze,Easy,1389,emg_principles;easy
506,Motor Neuron Disease Edx findings EMG Study at least [3] limbs Classic Needle Finding: [BLANK] and [BLANK] must be found in [BLANK] of [BLANK] body segments At least [BLANK] muscles with different innervations should be abnormal - What goes in the blank?,"3 - "" Chronic neurogenic changes (decreased MUP recruitment, large amplitude MUAP, rapidly firing potential) denervation potentials (FIB, PSWs, fasciculations) should be evident. Recruitment is decreased. There are polyphasic potentials, due to reinnervation. SFEMG: Abnormal fiber density, jitter, and b",Muscle Anatomy,Cloze,Easy,1390,muscle_anatomy;easy
507,Motor Neuron Disease Edx findings EMG Study at least [Active denervation with reinnervation::in general] limbs Classic Needle Finding: [BLANK] and [BLANK] must be found in [BLANK] of [BLANK] body segments At least [BLANK] muscles with different innervations should be abnormal - What goes in the blank?,"Active denervation with reinnervation::in general - "" Chronic neurogenic changes (decreased MUP recruitment, large amplitude MUAP, rapidly firing potential) denervation potentials (FIB, PSWs, fasciculations) should be evident. Recruitment is decreased. There are polyphasic potentials, due to reinnervation. SFEMG: Abnormal fiber density, jitter, and b",Muscle Anatomy,Cloze,Easy,1390,muscle_anatomy;easy
508,Motor Neuron Disease Edx findings EMG Study at least [fasciculations::MUAP morphology] limbs Classic Needle Finding: [BLANK] and [BLANK] must be found in [BLANK] of [BLANK] body segments At least [BLANK] muscles with different innervations should be abnormal - What goes in the blank?,"fasciculations::MUAP morphology - "" Chronic neurogenic changes (decreased MUP recruitment, large amplitude MUAP, rapidly firing potential) denervation potentials (FIB, PSWs, fasciculations) should be evident. Recruitment is decreased. There are polyphasic potentials, due to reinnervation. SFEMG: Abnormal fiber density, jitter, and b",Muscle Anatomy,Cloze,Easy,1390,muscle_anatomy;easy
509,Motor Neuron Disease Edx findings EMG Study at least [3] limbs Classic Needle Finding: [BLANK] and [BLANK] must be found in [BLANK] of [BLANK] body segments At least [BLANK] muscles with different innervations should be abnormal - What goes in the blank?,"3 - "" Chronic neurogenic changes (decreased MUP recruitment, large amplitude MUAP, rapidly firing potential) denervation potentials (FIB, PSWs, fasciculations) should be evident. Recruitment is decreased. There are polyphasic potentials, due to reinnervation. SFEMG: Abnormal fiber density, jitter, and b",Muscle Anatomy,Cloze,Easy,1390,muscle_anatomy;easy
510,"Motor Neuron Disease Edx findings EMG Study at least [4 (craniobulbar, cervical, thoracic, and lumbosacral)] limbs Classic Needle Finding: [BLANK] and [BLANK] must be found in [BLANK] of [BLANK] body segments At least [BLANK] muscles with different innervations should be abnormal - What goes in the blank?","4 (craniobulbar, cervical, thoracic, and lumbosacral) - "" Chronic neurogenic changes (decreased MUP recruitment, large amplitude MUAP, rapidly firing potential) denervation potentials (FIB, PSWs, fasciculations) should be evident. Recruitment is decreased. There are polyphasic potentials, due to reinnervation. SFEMG: Abnormal fiber density, jitter, and b",Muscle Anatomy,Cloze,Easy,1390,muscle_anatomy;easy
511,Motor Neuron Disease Edx findings EMG Study at least [2] limbs Classic Needle Finding: [BLANK] and [BLANK] must be found in [BLANK] of [BLANK] body segments At least [BLANK] muscles with different innervations should be abnormal - What goes in the blank?,"2 - "" Chronic neurogenic changes (decreased MUP recruitment, large amplitude MUAP, rapidly firing potential) denervation potentials (FIB, PSWs, fasciculations) should be evident. Recruitment is decreased. There are polyphasic potentials, due to reinnervation. SFEMG: Abnormal fiber density, jitter, and b",Muscle Anatomy,Cloze,Easy,1390,muscle_anatomy;easy
512,"CNS disorders Edx Findings In CNS disorders, sensory and motor NCSs are normal. On needle EMG, there is no denervation or reinnervation on the weak limb(s); it reveals normal spontaneous activity and normal MUAP morphology. On voluntary contraction, recruitment is [normal] - What goes in the blank?","normal - On voluntary contraction, however, the interference pattern is not complete due to decreased activation (i.e., decreased firing frequency); the number of available MUAPs (i.e., recruitment) remains normal.",Muscle Anatomy,Cloze,Easy,1393,muscle_anatomy;easy
513,SCI edx findings will EMG be abdnormal: [yes (at the level of the lesion)] - What goes in the blank?,"yes (at the level of the lesion) - In a segmental spinal cord lesion, muscle innervated below the level of lesion will display the typical pattern of CNS lesion (i.e., decreased activation). At the segmental level of the lesion, anterior horn cells may be affected, leading to a neuropathic pattern in muscles innervated by that segmen",Muscle Anatomy,Cloze,Easy,1394,muscle_anatomy;easy
514,paraneoplastic neurologic syndromes (PNS) related cancers small cell lung cancer [lymphoma] [BLANK] - What goes in the blank?,"lymphoma - paraneoplastic neurologic syndromes (PNS) result from immune cross-reactivity between tumor cells and components of the nervous system. Paraneoplastic Syndrome are detected before cancer is diagnosed in 80% of cases. Although Paraneoplastic Syndrome are rare, affecting <1% of cancer patients overall",General EMG,Cloze,Easy,1395,general_emg;easy
515,paraneoplastic neurologic syndromes (PNS) related cancers small cell lung cancer [myeloma] [BLANK] - What goes in the blank?,"myeloma - paraneoplastic neurologic syndromes (PNS) result from immune cross-reactivity between tumor cells and components of the nervous system. Paraneoplastic Syndrome are detected before cancer is diagnosed in 80% of cases. Although Paraneoplastic Syndrome are rare, affecting <1% of cancer patients overall",General EMG,Cloze,Easy,1395,general_emg;easy
516,"""Paraneoplastic Syndrome can affect the CNS e.g. [limbic encephalitis (hippocampus and amygdala)] and paraneoplastic [BLANK] "" - What goes in the blank?","limbic encephalitis (hippocampus and amygdala) - ""can affect... the NMJ (e.g., Lambert–Eaton myasthenia syndrome and myasthenia gravis), the peripheral nervous system (e.g., autonomic neuropathy and subacute sensory neuropathy). The diagnosis of PNS may incorporate imaging, serologies, EEG, NCSs, EMG, and cerebrospinal fluid analysis. Because most",General EMG,Cloze,Easy,1396,general_emg;easy
517,"""Paraneoplastic Syndrome can affect the CNS e.g. [cerebellar degeneration] and paraneoplastic [BLANK] "" - What goes in the blank?","cerebellar degeneration - ""can affect... the NMJ (e.g., Lambert–Eaton myasthenia syndrome and myasthenia gravis), the peripheral nervous system (e.g., autonomic neuropathy and subacute sensory neuropathy). The diagnosis of PNS may incorporate imaging, serologies, EEG, NCSs, EMG, and cerebrospinal fluid analysis. Because most",General EMG,Cloze,Easy,1396,general_emg;easy
518,"In ALS [bowel], [BLANK], and [BLANK] are spared - What goes in the blank?","bowel - ie a painless foot drop is concerning cranial nerves for EOM should be normal ie 4 and 6, but may have other (non CN) ocular issues however, there are ALS + syndromes that do not fit the typical presentation",General EMG,Cloze,Easy,1397,general_emg;easy
519,"In ALS [bladder], [BLANK], and [BLANK] are spared - What goes in the blank?","bladder - ie a painless foot drop is concerning cranial nerves for EOM should be normal ie 4 and 6, but may have other (non CN) ocular issues however, there are ALS + syndromes that do not fit the typical presentation",General EMG,Cloze,Easy,1397,general_emg;easy
520,"In ALS [sensation], [BLANK], and [BLANK] are spared - What goes in the blank?","sensation - ie a painless foot drop is concerning cranial nerves for EOM should be normal ie 4 and 6, but may have other (non CN) ocular issues however, there are ALS + syndromes that do not fit the typical presentation",General EMG,Cloze,Easy,1397,general_emg;easy
521,""" Repetitive nerve stimulation: These are studies in which a [repeated] [BLANK] stimulation of a motor nerve is performed. A series of CMAPs are recorded and evaluated for pathologic [BLANK]. "" - What goes in the blank?","repeated - "" Repetitive nerve stimulation: normal response """,EMG Principles,Cloze,Easy,1398,emg_principles;easy
522,""" Repetitive nerve stimulation: These are studies in which a [supramaximal] [BLANK] stimulation of a motor nerve is performed. A series of CMAPs are recorded and evaluated for pathologic [BLANK]. "" - What goes in the blank?","supramaximal - "" Repetitive nerve stimulation: normal response """,EMG Principles,Cloze,Easy,1398,emg_principles;easy
523,""" Repetitive nerve stimulation: These are studies in which a [amplitude changes] [BLANK] stimulation of a motor nerve is performed. A series of CMAPs are recorded and evaluated for pathologic [BLANK]. "" - What goes in the blank?","amplitude changes - "" Repetitive nerve stimulation: normal response """,EMG Principles,Cloze,Easy,1398,emg_principles;easy
524,""" Repetitive Nerve Stimulation ( RNS) SETUP [Immobilize] the electrode [BLANK] the limb Stimulate at a supramaximal level Optimize limb temperature (approximately [BLANK]) Minimize [BLANK] Stop [BLANK] Muscles should be evaluated in a [BLANK] progression (if an abnormality is suspected but not demonstrated) "" - What goes in the blank?","Immobilize - "" The study is best performed on the clinically weak muscle(s). However, due to the ease of the examination, it is typically started in the hand intrinsics. If no abnormality is noted, then progression to more proximal muscles is performed. """,Muscle Anatomy,Cloze,Easy,1399,muscle_anatomy;easy
525,""" Repetitive Nerve Stimulation ( RNS) SETUP [Immobilize] the electrode [BLANK] the limb Stimulate at a supramaximal level Optimize limb temperature (approximately [BLANK]) Minimize [BLANK] Stop [BLANK] Muscles should be evaluated in a [BLANK] progression (if an abnormality is suspected but not demonstrated) "" - What goes in the blank?","Immobilize - "" The study is best performed on the clinically weak muscle(s). However, due to the ease of the examination, it is typically started in the hand intrinsics. If no abnormality is noted, then progression to more proximal muscles is performed. """,Muscle Anatomy,Cloze,Easy,1399,muscle_anatomy;easy
526,""" Repetitive Nerve Stimulation ( RNS) SETUP [30°C] the electrode [BLANK] the limb Stimulate at a supramaximal level Optimize limb temperature (approximately [BLANK]) Minimize [BLANK] Stop [BLANK] Muscles should be evaluated in a [BLANK] progression (if an abnormality is suspected but not demonstrated) "" - What goes in the blank?","30°C - "" The study is best performed on the clinically weak muscle(s). However, due to the ease of the examination, it is typically started in the hand intrinsics. If no abnormality is noted, then progression to more proximal muscles is performed. """,Muscle Anatomy,Cloze,Easy,1399,muscle_anatomy;easy
527,""" Repetitive Nerve Stimulation ( RNS) SETUP [electrode gel] the electrode [BLANK] the limb Stimulate at a supramaximal level Optimize limb temperature (approximately [BLANK]) Minimize [BLANK] Stop [BLANK] Muscles should be evaluated in a [BLANK] progression (if an abnormality is suspected but not demonstrated) "" - What goes in the blank?","electrode gel - "" The study is best performed on the clinically weak muscle(s). However, due to the ease of the examination, it is typically started in the hand intrinsics. If no abnormality is noted, then progression to more proximal muscles is performed. """,Muscle Anatomy,Cloze,Easy,1399,muscle_anatomy;easy
528,""" Repetitive Nerve Stimulation ( RNS) SETUP [anticholinesterase inhibitors] the electrode [BLANK] the limb Stimulate at a supramaximal level Optimize limb temperature (approximately [BLANK]) Minimize [BLANK] Stop [BLANK] Muscles should be evaluated in a [BLANK] progression (if an abnormality is suspected but not demonstrated) "" - What goes in the blank?","anticholinesterase inhibitors - "" The study is best performed on the clinically weak muscle(s). However, due to the ease of the examination, it is typically started in the hand intrinsics. If no abnormality is noted, then progression to more proximal muscles is performed. """,Muscle Anatomy,Cloze,Easy,1399,muscle_anatomy;easy
529,""" Repetitive Nerve Stimulation ( RNS) SETUP [distal to proximal] the electrode [BLANK] the limb Stimulate at a supramaximal level Optimize limb temperature (approximately [BLANK]) Minimize [BLANK] Stop [BLANK] Muscles should be evaluated in a [BLANK] progression (if an abnormality is suspected but not demonstrated) "" - What goes in the blank?","distal to proximal - "" The study is best performed on the clinically weak muscle(s). However, due to the ease of the examination, it is typically started in the hand intrinsics. If no abnormality is noted, then progression to more proximal muscles is performed. """,Muscle Anatomy,Cloze,Easy,1399,muscle_anatomy;easy
530,"[Postactivation Exhaustion (PAE)] : This response is seen as a CMAP amplitude decreases. It occurs with a [BLANK] performed every [BLANK] for [BLANK] after an initial 30-60-second isometric contraction This test should be used if a [BLANK] is not seen with the initial [BLANK], but a diagnosis of a NMJ disorder is suspected - What goes in the blank?","Postactivation Exhaustion (PAE) - "" The greatest drop off is between 2 and 4 minutes. """,EMG Principles,Cloze,Easy,1404,emg_principles;easy
531,"[LRRS::same] : This response is seen as a CMAP amplitude decreases. It occurs with a [BLANK] performed every [BLANK] for [BLANK] after an initial 30-60-second isometric contraction This test should be used if a [BLANK] is not seen with the initial [BLANK], but a diagnosis of a NMJ disorder is suspected - What goes in the blank?","LRRS::same - "" The greatest drop off is between 2 and 4 minutes. """,EMG Principles,Cloze,Easy,1404,emg_principles;easy
532,"[minute] : This response is seen as a CMAP amplitude decreases. It occurs with a [BLANK] performed every [BLANK] for [BLANK] after an initial 30-60-second isometric contraction This test should be used if a [BLANK] is not seen with the initial [BLANK], but a diagnosis of a NMJ disorder is suspected - What goes in the blank?","minute - "" The greatest drop off is between 2 and 4 minutes. """,EMG Principles,Cloze,Easy,1404,emg_principles;easy
533,"[5 minutes] : This response is seen as a CMAP amplitude decreases. It occurs with a [BLANK] performed every [BLANK] for [BLANK] after an initial 30-60-second isometric contraction This test should be used if a [BLANK] is not seen with the initial [BLANK], but a diagnosis of a NMJ disorder is suspected - What goes in the blank?","5 minutes - "" The greatest drop off is between 2 and 4 minutes. """,EMG Principles,Cloze,Easy,1404,emg_principles;easy
534,"[decrement] : This response is seen as a CMAP amplitude decreases. It occurs with a [BLANK] performed every [BLANK] for [BLANK] after an initial 30-60-second isometric contraction This test should be used if a [BLANK] is not seen with the initial [BLANK], but a diagnosis of a NMJ disorder is suspected - What goes in the blank?","decrement - "" The greatest drop off is between 2 and 4 minutes. """,EMG Principles,Cloze,Easy,1404,emg_principles;easy
535,"[LRRS::same] : This response is seen as a CMAP amplitude decreases. It occurs with a [BLANK] performed every [BLANK] for [BLANK] after an initial 30-60-second isometric contraction This test should be used if a [BLANK] is not seen with the initial [BLANK], but a diagnosis of a NMJ disorder is suspected - What goes in the blank?","LRRS::same - "" The greatest drop off is between 2 and 4 minutes. """,EMG Principles,Cloze,Easy,1404,emg_principles;easy
536,"High-Rate Repetitive Stimulation: repetitive stimulation test is performed at a rate of [10] to [BLANK] Hz. It causes an accumulation of calcium in the cell, which assists [BLANK] and repairs the waveforms typically performed if a patient is unable to perform a [BLANK] [BLANK] - What goes in the blank?","10 - "" High-rate repetitive stimulation. (I) Increment with 50 Hz stimulation. (II) Increment with voluntary contraction (50 Hz simulation/train of 50, femoral/rectus femoris, 500% facilitation). """,Muscle Testing,Cloze,Easy,1405,muscle_testing;easy
537,"High-Rate Repetitive Stimulation: repetitive stimulation test is performed at a rate of [50] to [BLANK] Hz. It causes an accumulation of calcium in the cell, which assists [BLANK] and repairs the waveforms typically performed if a patient is unable to perform a [BLANK] [BLANK] - What goes in the blank?","50 - "" High-rate repetitive stimulation. (I) Increment with 50 Hz stimulation. (II) Increment with voluntary contraction (50 Hz simulation/train of 50, femoral/rectus femoris, 500% facilitation). """,Muscle Testing,Cloze,Easy,1405,muscle_testing;easy
538,"High-Rate Repetitive Stimulation: repetitive stimulation test is performed at a rate of [ACh release] to [BLANK] Hz. It causes an accumulation of calcium in the cell, which assists [BLANK] and repairs the waveforms typically performed if a patient is unable to perform a [BLANK] [BLANK] - What goes in the blank?","ACh release - "" High-rate repetitive stimulation. (I) Increment with 50 Hz stimulation. (II) Increment with voluntary contraction (50 Hz simulation/train of 50, femoral/rectus femoris, 500% facilitation). """,Muscle Testing,Cloze,Easy,1405,muscle_testing;easy
539,"High-Rate Repetitive Stimulation: repetitive stimulation test is performed at a rate of [30- to 60-second::time] to [BLANK] Hz. It causes an accumulation of calcium in the cell, which assists [BLANK] and repairs the waveforms typically performed if a patient is unable to perform a [BLANK] [BLANK] - What goes in the blank?","30- to 60-second::time - "" High-rate repetitive stimulation. (I) Increment with 50 Hz stimulation. (II) Increment with voluntary contraction (50 Hz simulation/train of 50, femoral/rectus femoris, 500% facilitation). """,Muscle Testing,Cloze,Easy,1405,muscle_testing;easy
540,"High-Rate Repetitive Stimulation: repetitive stimulation test is performed at a rate of [maximal isometric contraction] to [BLANK] Hz. It causes an accumulation of calcium in the cell, which assists [BLANK] and repairs the waveforms typically performed if a patient is unable to perform a [BLANK] [BLANK] - What goes in the blank?","maximal isometric contraction - "" High-rate repetitive stimulation. (I) Increment with 50 Hz stimulation. (II) Increment with voluntary contraction (50 Hz simulation/train of 50, femoral/rectus femoris, 500% facilitation). """,Muscle Testing,Cloze,Easy,1405,muscle_testing;easy
541,Pseudofacilitation a normal reaction and demonstrates a progressive increase in [CMAP amplitude] with HRRS or voluntary muscle contraction - What goes in the blank?,"CMAP amplitude - "" however, the duration will decrease. ths the amplitude is the same """,Muscle Anatomy,Cloze,Easy,1407,muscle_anatomy;easy
542,Pseudofacilitation It represents a decrease in [temporal dispersion] due to increased [BLANK] of muscle fiber contraction - What goes in the blank?,"temporal dispersion - "" The waveforms produced maintain a constant area under the curve though the amplitude appears increased because the duration is decreased """,Muscle Anatomy,Cloze,Easy,1408,muscle_anatomy;easy
543,Pseudofacilitation It represents a decrease in [synchronicity] due to increased [BLANK] of muscle fiber contraction - What goes in the blank?,"synchronicity - "" The waveforms produced maintain a constant area under the curve though the amplitude appears increased because the duration is decreased """,Muscle Anatomy,Cloze,Easy,1408,muscle_anatomy;easy
544,Single Fiber EMG Paramters Fiber density represents the number of [single muscle fibers] belonging to the same [BLANK] within the recording radius of the electrode A FD of [BLANK] is normal. Higher than this represents a [BLANK] process - What goes in the blank?,"single muscle fibers - "" The FD is determined by dividing the number of single muscle fiber APs at 20 sites by 20. (A) Normal muscle (action potentials from 1 to 2 fibers recorded). (B) Reinnervation (action potentials from many fibers recorded). """,Muscle Anatomy,Cloze,Easy,1411,muscle_anatomy;easy
545,Single Fiber EMG Paramters Fiber density represents the number of [motor unit] belonging to the same [BLANK] within the recording radius of the electrode A FD of [BLANK] is normal. Higher than this represents a [BLANK] process - What goes in the blank?,"motor unit - "" The FD is determined by dividing the number of single muscle fiber APs at 20 sites by 20. (A) Normal muscle (action potentials from 1 to 2 fibers recorded). (B) Reinnervation (action potentials from many fibers recorded). """,Muscle Anatomy,Cloze,Easy,1411,muscle_anatomy;easy
546,Single Fiber EMG Paramters Fiber density represents the number of [1.5::decimal] belonging to the same [BLANK] within the recording radius of the electrode A FD of [BLANK] is normal. Higher than this represents a [BLANK] process - What goes in the blank?,"1.5::decimal - "" The FD is determined by dividing the number of single muscle fiber APs at 20 sites by 20. (A) Normal muscle (action potentials from 1 to 2 fibers recorded). (B) Reinnervation (action potentials from many fibers recorded). """,Muscle Anatomy,Cloze,Easy,1411,muscle_anatomy;easy
547,Single Fiber EMG Paramters Fiber density represents the number of [denervation and reinnervation] belonging to the same [BLANK] within the recording radius of the electrode A FD of [BLANK] is normal. Higher than this represents a [BLANK] process - What goes in the blank?,"denervation and reinnervation - "" The FD is determined by dividing the number of single muscle fiber APs at 20 sites by 20. (A) Normal muscle (action potentials from 1 to 2 fibers recorded). (B) Reinnervation (action potentials from many fibers recorded). """,Muscle Anatomy,Cloze,Easy,1411,muscle_anatomy;easy
548,"Single Fiber EMG Paramters [Jitter] : caused by a increased delay in the [BLANK] [BLANK] of two muscle fibers belonging to the same motor unit (normally 10 to 60 μsec) Disorders of neuromuscular transmission affect the safety factor and cause a delay in the time for an EPP to reach threshold for a muscle fiber AP, Reinnervation through collateral sprouting after a nerve injury results in poor activation of the immature NMJs - What goes in the blank?","Jitter - "" Single-fiber EMG recordings. Top : Superimposed view. Bottom : Rastered view. (A) Normal. (B) Increased jitter. (C) Increased jitter with blocking. """,Muscle Anatomy,Cloze,Easy,1412,muscle_anatomy;easy
549,"Single Fiber EMG Paramters [inter-potential] : caused by a increased delay in the [BLANK] [BLANK] of two muscle fibers belonging to the same motor unit (normally 10 to 60 μsec) Disorders of neuromuscular transmission affect the safety factor and cause a delay in the time for an EPP to reach threshold for a muscle fiber AP, Reinnervation through collateral sprouting after a nerve injury results in poor activation of the immature NMJs - What goes in the blank?","inter-potential - "" Single-fiber EMG recordings. Top : Superimposed view. Bottom : Rastered view. (A) Normal. (B) Increased jitter. (C) Increased jitter with blocking. """,Muscle Anatomy,Cloze,Easy,1412,muscle_anatomy;easy
550,"Single Fiber EMG Paramters [discharges] : caused by a increased delay in the [BLANK] [BLANK] of two muscle fibers belonging to the same motor unit (normally 10 to 60 μsec) Disorders of neuromuscular transmission affect the safety factor and cause a delay in the time for an EPP to reach threshold for a muscle fiber AP, Reinnervation through collateral sprouting after a nerve injury results in poor activation of the immature NMJs - What goes in the blank?","discharges - "" Single-fiber EMG recordings. Top : Superimposed view. Bottom : Rastered view. (A) Normal. (B) Increased jitter. (C) Increased jitter with blocking. """,Muscle Anatomy,Cloze,Easy,1412,muscle_anatomy;easy
551,"Single Fiber EMG parameters [Blocking]: This is an abnormality that occurs when a single muscle fiber AP [BLANK] It occurs if the jitter becomes >[BLANK] μsec. It typically resolves in approximately 1 to 3 months, after reinnervation is completed. However, the increased jitter may take approximately 6 months to resolve - What goes in the blank?","Blocking - "" Single-fiber EMG recordings. Top : Superimposed view. Bottom : Rastered view. (A) Normal. (B) Increased jitter. (C) Increased jitter with blocking. """,Muscle Anatomy,Cloze,Easy,1413,muscle_anatomy;easy
